customer_id,subscription_status,country,currency
7234,inactive,India,INR
1484,active,Canada,CAD
5049,inactive,Germany,EUR
5078,inactive,USA,USD
2162,active,India,INR
5431,inactive,Japan,JPY
3015,active,Canada,CAD
3119,active,Japan,JPY
5542,inactive,UK,GBP
6925,inactive,Germany,EUR
2836,active,India,INR
499,active,Japan,JPY
4270,active,USA,USD
3081,active,Germany,EUR
8185,inactive,Japan,JPY
7987,inactive,Japan,JPY
1148,active,USA,USD
2110,active,Germany,EUR
4885,active,Japan,JPY
6292,inactive,USA,USD
2790,active,Canada,CAD
1422,active,India,INR
2465,active,Japan,JPY
2515,active,India,INR
4321,active,USA,USD
4163,active,Japan,JPY
7794,inactive,Germany,EUR
2472,active,India,INR
4369,active,India,INR
4154,active,Japan,JPY
7399,inactive,India,INR
2504,active,India,INR
2419,active,Japan,JPY
8152,inactive,India,INR
7992,inactive,Germany,EUR
7381,inactive,Japan,JPY
1473,active,Japan,JPY
5883,inactive,India,INR
6520,inactive,Germany,EUR
6169,inactive,Canada,CAD
7946,inactive,Canada,CAD
1787,active,Germany,EUR
2461,active,Canada,CAD
6327,inactive,USA,USD
1455,active,Japan,JPY
2644,active,India,INR
3117,active,Canada,CAD
4100,active,Japan,JPY
7774,inactive,UK,GBP
3177,active,Germany,EUR
3079,active,India,INR
837,active,India,INR
4684,active,Germany,EUR
1212,active,India,INR
1557,active,Canada,CAD
2839,active,Germany,EUR
3171,active,Germany,EUR
3204,active,India,INR
1730,active,UK,GBP
2020,active,India,INR
3183,active,Canada,CAD
1102,active,Germany,EUR
4493,active,Canada,CAD
5626,inactive,UK,GBP
2006,active,Germany,EUR
5277,inactive,USA,USD
7928,inactive,Germany,EUR
1688,active,Germany,EUR
6490,inactive,USA,USD
6452,inactive,USA,USD
7538,inactive,UK,GBP
2793,active,Germany,EUR
8037,inactive,UK,GBP
1443,active,Canada,CAD
1959,active,India,INR
7918,inactive,USA,USD
2133,active,UK,GBP
6012,inactive,USA,USD
7884,inactive,Japan,JPY
6612,inactive,UK,GBP
5023,inactive,UK,GBP
82,active,Germany,EUR
1171,active,Germany,EUR
5068,inactive,India,INR
7901,inactive,Canada,CAD
7572,inactive,UK,GBP
7814,inactive,Germany,EUR
439,active,UK,GBP
3403,active,USA,USD
6557,inactive,UK,GBP
3386,active,Germany,EUR
5014,inactive,USA,USD
1746,active,Canada,CAD
4312,active,USA,USD
4825,active,Germany,EUR
3036,active,UK,GBP
6042,inactive,Germany,EUR
5884,inactive,Germany,EUR
3867,active,USA,USD
4491,active,Japan,JPY
4024,active,USA,USD
2440,active,India,INR
7300,inactive,Germany,EUR
3698,active,UK,GBP
5677,inactive,Germany,EUR
1869,active,UK,GBP
3520,active,UK,GBP
2291,active,UK,GBP
4956,active,Canada,CAD
6276,inactive,India,INR
7791,inactive,India,INR
7095,inactive,Germany,EUR
4332,active,Canada,CAD
7192,inactive,UK,GBP
5555,inactive,UK,GBP
3691,active,Japan,JPY
6993,inactive,UK,GBP
3592,active,Canada,CAD
2010,active,USA,USD
4487,active,India,INR
812,active,Japan,JPY
2259,active,USA,USD
591,active,Canada,CAD
5507,inactive,India,INR
6074,inactive,Germany,EUR
6073,inactive,Germany,EUR
736,active,Canada,CAD
818,active,Japan,JPY
7847,inactive,Canada,CAD
3864,active,UK,GBP
6688,inactive,India,INR
4285,active,India,INR
3503,active,Canada,CAD
3636,active,Canada,CAD
5763,inactive,UK,GBP
3847,active,UK,GBP
7691,inactive,UK,GBP
4472,active,India,INR
5670,inactive,Canada,CAD
5899,inactive,Canada,CAD
1369,active,Germany,EUR
6687,inactive,Germany,EUR
2169,active,USA,USD
416,active,Japan,JPY
8132,inactive,USA,USD
546,active,USA,USD
7124,inactive,Germany,EUR
5796,inactive,Germany,EUR
191,active,Canada,CAD
7836,inactive,USA,USD
1045,active,Japan,JPY
3744,active,India,INR
2156,active,Canada,CAD
154,active,Japan,JPY
1014,active,Canada,CAD
8007,inactive,Canada,CAD
2097,active,India,INR
7173,inactive,UK,GBP
2659,active,India,INR
6186,inactive,USA,USD
4179,active,Canada,CAD
2019,active,Germany,EUR
4970,active,India,INR
3002,active,Japan,JPY
6015,inactive,USA,USD
4602,active,USA,USD
1245,active,Japan,JPY
4462,active,India,INR
5424,inactive,UK,GBP
2633,active,Germany,EUR
1134,active,Japan,JPY
556,active,Japan,JPY
7622,inactive,Germany,EUR
3505,active,Canada,CAD
1502,active,India,INR
5207,inactive,Germany,EUR
2187,active,Japan,JPY
5379,inactive,UK,GBP
6129,inactive,USA,USD
2131,active,Canada,CAD
4114,active,Canada,CAD
2420,active,UK,GBP
2239,active,India,INR
430,active,UK,GBP
6627,inactive,Canada,CAD
3865,active,Germany,EUR
2325,active,Germany,EUR
3342,active,USA,USD
5744,inactive,Germany,EUR
2076,active,Germany,EUR
3758,active,India,INR
2648,active,UK,GBP
4001,active,India,INR
1084,active,Germany,EUR
5915,inactive,Canada,CAD
865,active,Germany,EUR
1125,active,UK,GBP
2989,active,Canada,CAD
7082,inactive,India,INR
3630,active,India,INR
7220,inactive,Canada,CAD
7188,inactive,USA,USD
6720,inactive,USA,USD
4646,active,Germany,EUR
7771,inactive,Germany,EUR
2136,active,USA,USD
4748,active,USA,USD
4092,active,Germany,EUR
6449,inactive,India,INR
5619,inactive,UK,GBP
1802,active,USA,USD
6034,inactive,UK,GBP
1660,active,Japan,JPY
4592,active,India,INR
260,active,Japan,JPY
3991,active,USA,USD
4477,active,Canada,CAD
6371,inactive,USA,USD
5387,inactive,India,INR
7694,inactive,Canada,CAD
6222,inactive,Japan,JPY
4785,active,Japan,JPY
572,active,Japan,JPY
3527,active,India,INR
5556,inactive,India,INR
1774,active,USA,USD
2112,active,UK,GBP
5195,inactive,India,INR
5201,inactive,Germany,EUR
1021,active,India,INR
1563,active,UK,GBP
5246,inactive,UK,GBP
6650,inactive,Japan,JPY
3227,active,UK,GBP
6484,inactive,USA,USD
8158,inactive,Germany,EUR
7612,inactive,Germany,EUR
5652,inactive,Canada,CAD
7059,inactive,Germany,EUR
4791,active,UK,GBP
3304,active,UK,GBP
4393,active,Japan,JPY
966,active,India,INR
6952,inactive,UK,GBP
8136,inactive,USA,USD
8118,inactive,Germany,EUR
1519,active,Germany,EUR
6953,inactive,Japan,JPY
2078,active,Japan,JPY
4737,active,USA,USD
7821,inactive,USA,USD
1009,active,UK,GBP
4728,active,India,INR
2207,active,India,INR
5885,inactive,Japan,JPY
3475,active,Germany,EUR
4392,active,Japan,JPY
7169,inactive,India,INR
3853,active,USA,USD
769,active,Japan,JPY
7338,inactive,India,INR
5418,inactive,Canada,CAD
5413,inactive,Canada,CAD
6507,inactive,India,INR
4242,active,Germany,EUR
3142,active,UK,GBP
7379,inactive,UK,GBP
2713,active,India,INR
2363,active,Canada,CAD
3766,active,Japan,JPY
2745,active,USA,USD
6999,inactive,Canada,CAD
4017,active,Germany,EUR
3983,active,Canada,CAD
6732,inactive,Germany,EUR
1816,active,USA,USD
250,active,USA,USD
7976,inactive,UK,GBP
3495,active,Japan,JPY
6760,inactive,India,INR
6358,inactive,Japan,JPY
811,active,Germany,EUR
6079,inactive,India,INR
7329,inactive,Germany,EUR
6748,inactive,UK,GBP
5044,inactive,UK,GBP
426,active,Canada,CAD
1154,active,USA,USD
4348,active,India,INR
688,active,Germany,EUR
15,active,Japan,JPY
6496,inactive,Canada,CAD
8009,inactive,Japan,JPY
3307,active,Canada,CAD
2964,active,USA,USD
7903,inactive,Japan,JPY
6884,inactive,Japan,JPY
6404,inactive,India,INR
1687,active,UK,GBP
2528,active,Germany,EUR
2799,active,Japan,JPY
717,active,Japan,JPY
5395,inactive,UK,GBP
6662,inactive,India,INR
3782,active,Japan,JPY
6773,inactive,Canada,CAD
1078,active,USA,USD
6436,inactive,UK,GBP
4377,active,Germany,EUR
3284,active,Canada,CAD
3061,active,UK,GBP
4071,active,UK,GBP
7937,inactive,UK,GBP
180,active,India,INR
5866,inactive,Canada,CAD
2997,active,Japan,JPY
2490,active,Germany,EUR
3282,active,Canada,CAD
5384,inactive,UK,GBP
3493,active,USA,USD
220,active,India,INR
6021,inactive,India,INR
2747,active,USA,USD
7423,inactive,Canada,CAD
7830,inactive,India,INR
3509,active,Canada,CAD
7400,inactive,Canada,CAD
6642,inactive,Germany,EUR
2584,active,UK,GBP
2274,active,UK,GBP
5598,inactive,Canada,CAD
3844,active,Germany,EUR
1376,active,Japan,JPY
1608,active,USA,USD
8070,inactive,Japan,JPY
1958,active,USA,USD
5664,inactive,Canada,CAD
4724,active,Japan,JPY
8033,inactive,Canada,CAD
7772,inactive,Canada,CAD
4632,active,USA,USD
3768,active,USA,USD
5897,inactive,UK,GBP
3123,active,USA,USD
2890,active,India,INR
5682,inactive,Germany,EUR
2307,active,UK,GBP
4516,active,USA,USD
4798,active,UK,GBP
6767,inactive,Germany,EUR
5438,inactive,India,INR
7963,inactive,India,INR
4538,active,India,INR
7688,inactive,UK,GBP
2559,active,Germany,EUR
3582,active,USA,USD
7242,inactive,USA,USD
4673,active,Germany,EUR
1386,active,USA,USD
7278,inactive,India,INR
6362,inactive,USA,USD
2337,active,Canada,CAD
3395,active,USA,USD
7862,inactive,India,INR
1438,active,UK,GBP
5474,inactive,Canada,CAD
798,active,Canada,CAD
7748,inactive,Japan,JPY
3931,active,UK,GBP
5332,inactive,Japan,JPY
101,active,India,INR
6323,inactive,Canada,CAD
7058,inactive,Canada,CAD
7889,inactive,India,INR
2958,active,India,INR
5045,inactive,Japan,JPY
7714,inactive,Canada,CAD
7087,inactive,Japan,JPY
3573,active,Japan,JPY
7102,inactive,Germany,EUR
7773,inactive,Germany,EUR
139,active,UK,GBP
178,active,UK,GBP
6364,inactive,Japan,JPY
7931,inactive,Germany,EUR
5288,inactive,Canada,CAD
4412,active,USA,USD
6421,inactive,Germany,EUR
2683,active,Canada,CAD
3126,active,Canada,CAD
6334,inactive,Canada,CAD
2033,active,Germany,EUR
7356,inactive,USA,USD
3425,active,India,INR
7001,inactive,UK,GBP
4611,active,Germany,EUR
4814,active,Canada,CAD
2956,active,Canada,CAD
6838,inactive,UK,GBP
204,active,Japan,JPY
5972,inactive,Germany,EUR
6070,inactive,Japan,JPY
8184,inactive,Germany,EUR
3795,active,Japan,JPY
7975,inactive,Japan,JPY
1218,active,India,INR
4559,active,USA,USD
4120,active,Japan,JPY
1290,active,Germany,EUR
1343,active,UK,GBP
1322,active,Germany,EUR
1711,active,Japan,JPY
1769,active,UK,GBP
695,active,India,INR
2232,active,Canada,CAD
2707,active,UK,GBP
4396,active,Canada,CAD
4700,active,Canada,CAD
2154,active,Canada,CAD
5027,inactive,UK,GBP
3829,active,Canada,CAD
535,active,Canada,CAD
6141,inactive,Japan,JPY
5381,inactive,Germany,EUR
875,active,Japan,JPY
354,active,Germany,EUR
838,active,UK,GBP
2921,active,India,INR
2341,active,Japan,JPY
4769,active,USA,USD
6361,inactive,UK,GBP
8117,inactive,Canada,CAD
4411,active,India,INR
8036,inactive,USA,USD
5269,inactive,Japan,JPY
1964,active,USA,USD
5173,inactive,Japan,JPY
4018,active,Canada,CAD
4147,active,India,INR
1807,active,UK,GBP
5812,inactive,Canada,CAD
4921,active,Canada,CAD
4347,active,Canada,CAD
3432,active,UK,GBP
4215,active,USA,USD
3968,active,Japan,JPY
4695,active,Japan,JPY
2655,active,Japan,JPY
4637,active,USA,USD
693,active,Germany,EUR
1093,active,Germany,EUR
4289,active,Germany,EUR
3054,active,Canada,CAD
6545,inactive,UK,GBP
7764,inactive,Japan,JPY
6041,inactive,Canada,CAD
7119,inactive,Germany,EUR
727,active,Germany,EUR
7493,inactive,Japan,JPY
2716,active,USA,USD
3748,active,Canada,CAD
5807,inactive,Germany,EUR
133,active,Germany,EUR
3942,active,Germany,EUR
256,active,India,INR
5995,inactive,Japan,JPY
3779,active,Germany,EUR
3402,active,Canada,CAD
6896,inactive,UK,GBP
7709,inactive,Japan,JPY
4990,active,India,INR
7313,inactive,India,INR
2979,active,USA,USD
919,active,UK,GBP
5544,inactive,Canada,CAD
5587,inactive,UK,GBP
6666,inactive,Canada,CAD
6357,inactive,Japan,JPY
2756,active,Canada,CAD
7535,inactive,UK,GBP
6061,inactive,UK,GBP
1792,active,India,INR
7439,inactive,India,INR
447,active,Japan,JPY
7289,inactive,Canada,CAD
5455,inactive,India,INR
321,active,USA,USD
6220,inactive,Canada,CAD
1192,active,Canada,CAD
7036,inactive,Germany,EUR
6794,inactive,India,INR
3406,active,Japan,JPY
6213,inactive,USA,USD
160,active,USA,USD
6670,inactive,India,INR
1488,active,Germany,EUR
2073,active,Japan,JPY
6281,inactive,Germany,EUR
7424,inactive,Canada,CAD
4641,active,USA,USD
6915,inactive,UK,GBP
270,active,Canada,CAD
2179,active,UK,GBP
7766,inactive,USA,USD
2579,active,USA,USD
6676,inactive,Canada,CAD
7342,inactive,UK,GBP
4326,active,Germany,EUR
5545,inactive,Japan,JPY
7565,inactive,India,INR
4875,active,USA,USD
358,active,Japan,JPY
4965,active,USA,USD
802,active,UK,GBP
8066,inactive,Canada,CAD
1043,active,Canada,CAD
7805,inactive,India,INR
824,active,India,INR
2257,active,Germany,EUR
6435,inactive,Canada,CAD
5539,inactive,India,INR
5224,inactive,Germany,EUR
2150,active,Japan,JPY
7568,inactive,Canada,CAD
569,active,India,INR
5533,inactive,Germany,EUR
1088,active,UK,GBP
6731,inactive,Japan,JPY
8116,inactive,Canada,CAD
7257,inactive,USA,USD
4701,active,UK,GBP
7138,inactive,India,INR
6839,inactive,India,INR
7057,inactive,India,INR
3070,active,UK,GBP
2478,active,India,INR
7418,inactive,USA,USD
4177,active,Germany,EUR
4421,active,Germany,EUR
1414,active,Japan,JPY
4751,active,Canada,CAD
4319,active,Canada,CAD
6398,inactive,Japan,JPY
2416,active,India,INR
7503,inactive,Canada,CAD
5671,inactive,UK,GBP
7401,inactive,India,INR
7435,inactive,USA,USD
4214,active,UK,GBP
5881,inactive,USA,USD
1219,active,Canada,CAD
7595,inactive,UK,GBP
6808,inactive,India,INR
5267,inactive,India,INR
3702,active,USA,USD
5506,inactive,USA,USD
386,active,Germany,EUR
1492,active,Canada,CAD
305,active,India,INR
770,active,Canada,CAD
2422,active,USA,USD
2400,active,India,INR
5738,inactive,India,INR
6678,inactive,UK,GBP
243,active,Canada,CAD
1276,active,UK,GBP
1527,active,Canada,CAD
5648,inactive,USA,USD
7125,inactive,UK,GBP
264,active,India,INR
5694,inactive,UK,GBP
4050,active,Germany,EUR
4465,active,India,INR
5728,inactive,Germany,EUR
2645,active,USA,USD
1571,active,UK,GBP
3763,active,USA,USD
3824,active,Canada,CAD
3588,active,India,INR
4247,active,UK,GBP
2977,active,India,INR
6599,inactive,USA,USD
6626,inactive,India,INR
2144,active,India,INR
1147,active,UK,GBP
7014,inactive,India,INR
7376,inactive,Japan,JPY
4338,active,UK,GBP
4652,active,India,INR
6640,inactive,India,INR
4950,active,Germany,EUR
2542,active,Germany,EUR
1316,active,Canada,CAD
7,active,UK,GBP
4776,active,Japan,JPY
977,active,Canada,CAD
5814,inactive,USA,USD
3645,active,Canada,CAD
747,active,Germany,EUR
3069,active,Japan,JPY
7858,inactive,USA,USD
1187,active,UK,GBP
7264,inactive,USA,USD
1528,active,Canada,CAD
7007,inactive,Japan,JPY
5940,inactive,Germany,EUR
3770,active,Germany,EUR
5707,inactive,USA,USD
1535,active,UK,GBP
1053,active,Japan,JPY
2816,active,USA,USD
3788,active,Japan,JPY
3735,active,Canada,CAD
4164,active,Japan,JPY
4566,active,India,INR
2714,active,Canada,CAD
5541,inactive,USA,USD
7620,inactive,UK,GBP
511,active,Canada,CAD
5212,inactive,USA,USD
2955,active,Germany,EUR
1856,active,India,INR
7970,inactive,Japan,JPY
8044,inactive,Canada,CAD
4947,active,USA,USD
7186,inactive,Germany,EUR
3868,active,India,INR
2587,active,Germany,EUR
1534,active,UK,GBP
1312,active,Germany,EUR
4466,active,Germany,EUR
5350,inactive,Japan,JPY
7723,inactive,Germany,EUR
3893,active,Germany,EUR
8083,inactive,Japan,JPY
5257,inactive,Germany,EUR
5377,inactive,Japan,JPY
3172,active,UK,GBP
5534,inactive,India,INR
3143,active,India,INR
8084,inactive,Canada,CAD
8022,inactive,Canada,CAD
7741,inactive,India,INR
7969,inactive,UK,GBP
1920,active,Germany,EUR
5165,inactive,UK,GBP
444,active,India,INR
1207,active,UK,GBP
4078,active,UK,GBP
2831,active,Japan,JPY
7999,inactive,USA,USD
57,active,Canada,CAD
1823,active,UK,GBP
7949,inactive,Canada,CAD
6966,inactive,Germany,EUR
7857,inactive,Canada,CAD
1591,active,Germany,EUR
3274,active,Canada,CAD
7085,inactive,Japan,JPY
5467,inactive,Germany,EUR
5061,inactive,UK,GBP
636,active,USA,USD
4588,active,Germany,EUR
3700,active,Japan,JPY
2300,active,Canada,CAD
668,active,UK,GBP
957,active,Canada,CAD
6685,inactive,Germany,EUR
3363,active,Japan,JPY
1004,active,Germany,EUR
1903,active,USA,USD
5248,inactive,India,INR
6766,inactive,Germany,EUR
1880,active,Japan,JPY
5281,inactive,India,INR
380,active,USA,USD
420,active,USA,USD
109,active,Germany,EUR
7790,inactive,India,INR
4355,active,UK,GBP
1627,active,Japan,JPY
117,active,USA,USD
537,active,Japan,JPY
5676,inactive,Japan,JPY
7282,inactive,India,INR
3774,active,Canada,CAD
744,active,UK,GBP
2009,active,India,INR
5815,inactive,India,INR
2768,active,USA,USD
680,active,USA,USD
1416,active,Japan,JPY
5917,inactive,Germany,EUR
5990,inactive,Germany,EUR
7802,inactive,USA,USD
1469,active,India,INR
7421,inactive,Canada,CAD
4500,active,Germany,EUR
7297,inactive,Germany,EUR
3560,active,Germany,EUR
5847,inactive,India,INR
641,active,Japan,JPY
7347,inactive,USA,USD
4510,active,Japan,JPY
287,active,India,INR
4606,active,Germany,EUR
896,active,USA,USD
6463,inactive,UK,GBP
5693,inactive,USA,USD
8111,inactive,UK,GBP
8076,inactive,USA,USD
5798,inactive,Canada,CAD
2822,active,USA,USD
452,active,Japan,JPY
4386,active,Canada,CAD
1797,active,USA,USD
7593,inactive,Canada,CAD
5888,inactive,USA,USD
1486,active,UK,GBP
5566,inactive,Japan,JPY
2571,active,Canada,CAD
482,active,India,INR
2195,active,Japan,JPY
3415,active,Germany,EUR
3832,active,USA,USD
2158,active,Japan,JPY
3210,active,Canada,CAD
5151,inactive,Germany,EUR
1668,active,India,INR
3179,active,USA,USD
2577,active,India,INR
4265,active,Canada,CAD
7585,inactive,India,INR
1911,active,Japan,JPY
2315,active,USA,USD
498,active,Japan,JPY
7372,inactive,Japan,JPY
3534,active,Japan,JPY
6787,inactive,India,INR
6584,inactive,Canada,CAD
3667,active,USA,USD
6418,inactive,UK,GBP
1451,active,UK,GBP
5830,inactive,Germany,EUR
413,active,UK,GBP
1708,active,Germany,EUR
6906,inactive,India,INR
2477,active,India,INR
644,active,Germany,EUR
4150,active,Canada,CAD
6419,inactive,Japan,JPY
6614,inactive,USA,USD
6472,inactive,India,INR
2458,active,India,INR
4359,active,Germany,EUR
7785,inactive,Japan,JPY
4227,active,Germany,EUR
926,active,Germany,EUR
2357,active,India,INR
4467,active,Germany,EUR
2284,active,India,INR
6938,inactive,USA,USD
3723,active,Canada,CAD
803,active,Japan,JPY
279,active,India,INR
4434,active,UK,GBP
6219,inactive,India,INR
7731,inactive,Japan,JPY
143,active,UK,GBP
7566,inactive,USA,USD
1834,active,Canada,CAD
2186,active,Canada,CAD
2264,active,Germany,EUR
4726,active,USA,USD
4301,active,UK,GBP
464,active,USA,USD
3496,active,USA,USD
1110,active,USA,USD
4645,active,India,INR
2567,active,Canada,CAD
3614,active,UK,GBP
58,active,Japan,JPY
6778,inactive,UK,GBP
5255,inactive,USA,USD
7919,inactive,Japan,JPY
7861,inactive,Canada,CAD
5939,inactive,Germany,EUR
6534,inactive,Canada,CAD
6517,inactive,Japan,JPY
6875,inactive,Japan,JPY
5404,inactive,Japan,JPY
633,active,Canada,CAD
4307,active,USA,USD
4669,active,UK,GBP
3206,active,USA,USD
3634,active,UK,GBP
1355,active,Canada,CAD
1701,active,UK,GBP
7000,inactive,Japan,JPY
2969,active,Canada,CAD
3696,active,Germany,EUR
3345,active,Japan,JPY
6596,inactive,Japan,JPY
91,active,Germany,EUR
2021,active,UK,GBP
5984,inactive,Germany,EUR
1766,active,Canada,CAD
1650,active,UK,GBP
3610,active,Germany,EUR
1313,active,UK,GBP
5263,inactive,Japan,JPY
3827,active,UK,GBP
8120,inactive,UK,GBP
4362,active,India,INR
6540,inactive,Germany,EUR
1884,active,USA,USD
7320,inactive,USA,USD
1887,active,UK,GBP
401,active,Canada,CAD
3522,active,USA,USD
7048,inactive,Japan,JPY
5747,inactive,India,INR
89,active,USA,USD
4839,active,USA,USD
536,active,UK,GBP
2163,active,India,INR
5036,inactive,UK,GBP
1329,active,UK,GBP
5183,inactive,Germany,EUR
3548,active,USA,USD
4064,active,India,INR
6168,inactive,USA,USD
7668,inactive,UK,GBP
2643,active,USA,USD
6811,inactive,Canada,CAD
2588,active,UK,GBP
6099,inactive,Japan,JPY
5154,inactive,India,INR
367,active,UK,GBP
2960,active,Canada,CAD
4067,active,Japan,JPY
4116,active,USA,USD
5038,inactive,Germany,EUR
4031,active,UK,GBP
7843,inactive,Japan,JPY
836,active,Canada,CAD
1537,active,Japan,JPY
6461,inactive,Canada,CAD
2433,active,India,INR
6695,inactive,USA,USD
3841,active,Canada,CAD
5523,inactive,India,INR
2688,active,India,INR
5196,inactive,USA,USD
6831,inactive,Japan,JPY
5513,inactive,UK,GBP
251,active,Canada,CAD
236,active,Japan,JPY
6643,inactive,USA,USD
4325,active,USA,USD
6826,inactive,Canada,CAD
6008,inactive,Germany,EUR
205,active,UK,GBP
1584,active,India,INR
6030,inactive,UK,GBP
6204,inactive,Japan,JPY
5910,inactive,Germany,EUR
3110,active,Canada,CAD
846,active,Canada,CAD
1433,active,India,INR
5020,inactive,India,INR
114,active,India,INR
1714,active,Japan,JPY
2867,active,Japan,JPY
6238,inactive,USA,USD
2638,active,India,INR
6110,inactive,Canada,CAD
7294,inactive,India,INR
2055,active,Canada,CAD
2901,active,USA,USD
1178,active,USA,USD
1759,active,Canada,CAD
1657,active,India,INR
2001,active,UK,GBP
5470,inactive,Canada,CAD
7106,inactive,Canada,CAD
3734,active,Canada,CAD
6489,inactive,Japan,JPY
5025,inactive,Germany,EUR
5627,inactive,UK,GBP
3422,active,Germany,EUR
5911,inactive,Canada,CAD
2361,active,Japan,JPY
621,active,USA,USD
687,active,UK,GBP
7364,inactive,UK,GBP
5749,inactive,Canada,CAD
2563,active,Canada,CAD
523,active,India,INR
7955,inactive,Japan,JPY
6572,inactive,UK,GBP
4971,active,UK,GBP
6360,inactive,USA,USD
821,active,Germany,EUR
7170,inactive,UK,GBP
5268,inactive,Japan,JPY
776,active,Canada,CAD
5228,inactive,India,INR
1652,active,Germany,EUR
5553,inactive,India,INR
6353,inactive,Canada,CAD
4821,active,UK,GBP
1069,active,UK,GBP
6025,inactive,India,INR
2435,active,Canada,CAD
7882,inactive,USA,USD
140,active,India,INR
3097,active,India,INR
1206,active,Japan,JPY
1825,active,Japan,JPY
7807,inactive,Germany,EUR
7199,inactive,India,INR
7808,inactive,Germany,EUR
4976,active,Japan,JPY
3066,active,Japan,JPY
1203,active,Japan,JPY
5794,inactive,India,INR
1042,active,Japan,JPY
128,active,Germany,EUR
5462,inactive,Japan,JPY
7670,inactive,Canada,CAD
3325,active,Germany,EUR
3621,active,UK,GBP
7270,inactive,Canada,CAD
3736,active,India,INR
4099,active,Japan,JPY
2310,active,India,INR
881,active,Japan,JPY
5054,inactive,UK,GBP
6895,inactive,Japan,JPY
2248,active,UK,GBP
5982,inactive,Japan,JPY
7038,inactive,USA,USD
618,active,India,INR
3642,active,UK,GBP
4649,active,Germany,EUR
5430,inactive,Canada,CAD
1733,active,India,INR
3130,active,Canada,CAD
2903,active,Germany,EUR
4893,active,UK,GBP
6249,inactive,USA,USD
1358,active,USA,USD
7799,inactive,India,INR
6423,inactive,India,INR
5784,inactive,India,INR
7753,inactive,Germany,EUR
463,active,India,INR
6903,inactive,India,INR
4709,active,Japan,JPY
6997,inactive,Germany,EUR
4256,active,India,INR
754,active,Japan,JPY
5136,inactive,Japan,JPY
6799,inactive,Canada,CAD
3259,active,Germany,EUR
3223,active,Germany,EUR
5074,inactive,USA,USD
7917,inactive,UK,GBP
7448,inactive,India,INR
7246,inactive,Germany,EUR
1908,active,UK,GBP
