payment_id,subscription_id,amount,payment_date
736,519,19.99,2023-06-23
737,520,4.99,2023-05-21
738,520,4.99,2023-06-20
739,520,4.99,2023-07-20
740,521,10.99,2023-06-11
741,522,6.49,2023-06-27
742,522,6.49,2023-07-27
743,523,1999.0,2023-07-10
744,524,1539.99,2023-05-01
745,524,1539.99,2023-07-30
746,525,22.49,2023-07-15
747,526,31.99,2023-06-07
748,527,4.99,2023-06-25
749,527,4.99,2023-07-25
750,528,37.99,2023-06-22
751,529,47.99,2023-05-07
752,530,3.99,2023-06-02
753,530,3.99,2023-07-02
754,531,42.99,2023-06-19
755,532,2749.99,2023-07-19
756,533,3899.0,2023-07-28
757,534,3.99,2023-07-14
758,535,4.99,2023-06-17
759,535,4.99,2023-07-17
760,536,37.99,2023-05-01
761,537,22.49,2023-05-24
762,538,37.99,2023-07-12
763,539,10.99,2023-06-23
764,540,548.99,2023-06-02
765,540,548.99,2023-07-02
766,541,42.99,2023-06-13
767,542,19.99,2023-07-08
768,543,24.99,2023-06-09
769,544,499.0,2023-07-09
770,545,4.99,2023-07-09
771,546,22.49,2023-07-10
772,547,5299.99,2023-05-30
773,548,3899.0,2023-05-14
774,549,3899.0,2023-05-19
775,551,4.99,2023-06-05
776,551,4.99,2023-07-05
777,552,548.99,2023-06-02
778,552,548.99,2023-07-02
779,553,13.99,2023-05-27
780,554,31.99,2023-07-25
781,555,4.49,2023-07-24
782,556,13.99,2023-06-17
783,557,4.49,2023-05-11
784,557,4.49,2023-06-10
785,557,4.49,2023-07-10
786,558,1999.0,2023-06-02
787,559,5299.99,2023-06-21
788,560,42.99,2023-07-11
789,561,10.99,2023-05-25
790,562,3.99,2023-06-14
791,562,3.99,2023-07-14
792,563,1199.0,2023-07-27
793,564,4.99,2023-05-12
794,564,4.99,2023-06-11
795,564,4.99,2023-07-11
796,565,12.49,2023-07-08
797,566,3.99,2023-06-04
798,566,3.99,2023-07-04
799,567,13.99,2023-06-26
800,568,31.99,2023-05-02
801,569,13.99,2023-06-13
802,570,22.49,2023-06-13
803,571,1199.0,2023-05-30
804,572,13.99,2023-05-05
805,573,37.99,2023-06-17
806,574,19.99,2023-07-11
807,575,22.49,2023-07-16
808,576,31.99,2023-07-16
809,577,42.99,2023-06-25
810,578,17.99,2023-06-18
811,579,42.99,2023-06-07
812,580,5299.99,2023-05-14
813,581,1199.0,2023-05-31
814,582,1199.0,2023-06-12
815,583,548.99,2023-05-03
816,583,548.99,2023-06-02
817,583,548.99,2023-07-02
818,584,31.99,2023-05-09
819,585,4.49,2023-07-07
820,586,1999.0,2023-07-08
821,587,37.99,2023-05-07
822,588,13.99,2023-06-18
823,589,1199.0,2023-07-08
824,590,548.99,2023-07-06
825,591,499.0,2023-06-21
826,591,499.0,2023-07-21
827,592,12.49,2023-07-07
828,593,4.49,2023-06-27
829,593,4.49,2023-07-27
830,594,19.99,2023-07-04
831,595,59.99,2023-07-21
832,596,24.99,2023-06-18
833,597,24.99,2023-07-19
834,598,5299.99,2023-05-31
835,599,548.99,2023-05-15
836,599,548.99,2023-06-14
837,599,548.99,2023-07-14
838,600,31.99,2023-05-15
839,601,42.99,2023-06-08
840,602,24.99,2023-06-18
841,603,31.99,2023-05-03
842,604,1539.99,2023-05-08
843,605,5299.99,2023-06-09
844,606,499.0,2023-07-11
845,607,19.99,2023-05-09
846,608,47.99,2023-07-21
847,609,47.99,2023-07-14
848,610,1199.0,2023-05-09
849,611,59.99,2023-07-25
850,612,37.99,2023-06-17
851,613,4.99,2023-05-21
852,613,4.99,2023-06-20
853,613,4.99,2023-07-20
854,614,5299.99,2023-05-23
855,615,4.99,2023-07-25
856,616,2749.99,2023-05-31
857,617,1539.99,2023-07-26
858,618,17.99,2023-07-06
859,619,2749.99,2023-07-27
860,620,31.99,2023-06-26
861,621,499.0,2023-07-05
862,622,4.49,2023-05-28
863,622,4.49,2023-06-27
864,622,4.49,2023-07-27
865,623,499.0,2023-05-22
866,623,499.0,2023-06-21
867,623,499.0,2023-07-21
868,624,1999.0,2023-06-29
869,625,24.99,2023-07-08
870,626,4.99,2023-07-18
871,627,3.99,2023-06-13
872,627,3.99,2023-07-13
873,628,3899.0,2023-07-29
874,629,1199.0,2023-06-13
875,630,37.99,2023-07-04
876,631,19.99,2023-05-23
877,632,10.99,2023-05-12
878,633,12.49,2023-05-19
879,634,1539.99,2023-05-30
880,635,59.99,2023-05-02
881,636,37.99,2023-05-02
882,637,548.99,2023-06-30
883,637,548.99,2023-07-30
884,638,24.99,2023-06-03
885,639,5299.99,2023-05-25
886,640,47.99,2023-06-17
887,641,31.99,2023-07-09
888,642,19.99,2023-05-21
889,643,31.99,2023-06-24
890,644,37.99,2023-05-13
891,645,42.99,2023-06-14
892,646,24.99,2023-07-22
893,647,499.0,2023-06-06
894,647,499.0,2023-07-06
895,648,3.99,2023-05-06
896,648,3.99,2023-06-05
897,648,3.99,2023-07-05
898,649,22.49,2023-07-03
899,650,548.99,2023-06-17
900,650,548.99,2023-07-17
901,651,4.99,2023-06-04
902,651,4.99,2023-07-04
903,652,12.49,2023-06-26
904,653,499.0,2023-05-16
905,653,499.0,2023-06-15
906,653,499.0,2023-07-15
907,654,3.99,2023-06-30
908,654,3.99,2023-07-30
909,655,12.49,2023-07-08
910,656,2749.99,2023-05-25
911,657,24.99,2023-07-31
912,658,17.99,2023-05-18
913,659,42.99,2023-05-22
914,660,42.99,2023-07-07
915,661,10.99,2023-06-09
916,662,3.99,2023-07-06
917,663,4.99,2023-07-07
918,664,3899.0,2023-05-02
919,665,37.99,2023-07-04
920,666,1539.99,2023-07-14
921,667,4.99,2023-05-26
922,667,4.99,2023-06-25
923,667,4.99,2023-07-25
924,668,47.99,2023-05-25
925,669,1999.0,2023-05-11
926,670,22.49,2023-05-07
927,671,47.99,2023-06-26
928,672,2749.99,2023-05-29
929,673,12.49,2023-05-19
930,674,59.99,2023-07-26
931,675,4.99,2023-05-19
932,675,4.99,2023-06-18
933,675,4.99,2023-07-18
934,676,1199.0,2023-06-26
935,677,42.99,2023-05-30
936,678,548.99,2023-05-02
937,678,548.99,2023-06-01
938,678,548.99,2023-07-01
939,678,548.99,2023-07-31
940,679,4.99,2023-05-05
941,679,4.99,2023-06-04
942,679,4.99,2023-07-04
943,680,499.0,2023-07-31
944,681,1539.99,2023-07-13
945,682,19.99,2023-05-27
946,683,4.49,2023-06-25
947,683,4.49,2023-07-25
948,684,31.99,2023-05-16
949,685,24.99,2023-06-06
950,686,548.99,2023-05-04
951,686,548.99,2023-06-03
952,686,548.99,2023-07-03
953,687,3899.0,2023-05-21
954,688,10.99,2023-07-01
955,689,1539.99,2023-06-08
956,690,1199.0,2023-05-01
957,690,1199.0,2023-07-30
958,691,17.99,2023-06-17
959,692,10.99,2023-06-03
960,693,13.99,2023-06-22
961,694,548.99,2023-06-08
962,694,548.99,2023-07-08
963,695,42.99,2023-06-14
964,696,19.99,2023-07-22
965,697,548.99,2023-05-07
966,697,548.99,2023-06-06
967,697,548.99,2023-07-06
968,698,499.0,2023-05-06
969,698,499.0,2023-06-05
970,698,499.0,2023-07-05
971,699,59.99,2023-07-27
972,700,3899.0,2023-07-20
973,701,1999.0,2023-07-08
974,702,37.99,2023-06-04
975,703,10.99,2023-06-30
976,704,10.99,2023-05-20
977,705,499.0,2023-07-19
978,706,59.99,2023-05-04
979,707,10.99,2023-05-18
980,708,548.99,2023-05-11
981,708,548.99,2023-06-10
982,708,548.99,2023-07-10
983,709,24.99,2023-05-03
984,710,19.99,2023-05-29
985,711,47.99,2023-07-06
986,712,5299.99,2023-05-22
987,713,548.99,2023-05-19
988,713,548.99,2023-06-18
989,713,548.99,2023-07-18
990,714,47.99,2023-05-17
991,715,1999.0,2023-06-22
992,716,1199.0,2023-07-08
993,717,499.0,2023-07-25
994,718,3899.0,2023-07-28
995,719,4.49,2023-05-19
996,719,4.49,2023-06-18
997,719,4.49,2023-07-18
998,720,12.49,2023-07-12
999,721,4.99,2023-05-12
1000,721,4.99,2023-06-11
1001,721,4.99,2023-07-11
1002,722,6.49,2023-06-22
1003,722,6.49,2023-07-22
1004,723,59.99,2023-07-07
1005,724,3899.0,2023-07-08
1006,725,4.49,2023-07-02
1007,726,3899.0,2023-07-21
1008,727,17.99,2023-07-31
1009,728,548.99,2023-06-02
1010,728,548.99,2023-07-02
1011,729,31.99,2023-07-10
1012,730,5299.99,2023-06-15
1013,731,5299.99,2023-06-29
1014,732,10.99,2023-06-06
1015,733,17.99,2023-06-22
1016,734,31.99,2023-07-30
1017,735,19.99,2023-06-29
1018,736,13.99,2023-06-21
1019,737,59.99,2023-06-26
1020,738,1999.0,2023-05-16
1021,739,2749.99,2023-05-22
1022,740,548.99,2023-05-06
1023,740,548.99,2023-06-05
1024,740,548.99,2023-07-05
1025,741,1539.99,2023-05-03
1026,742,1199.0,2023-05-12
1027,743,499.0,2023-07-29
1028,744,42.99,2023-06-20
1029,745,19.99,2023-05-06
1030,746,17.99,2023-06-15
1031,747,5299.99,2023-07-24
1032,748,37.99,2023-05-03
1033,749,31.99,2023-07-25
1034,750,499.0,2023-06-13
1035,750,499.0,2023-07-13
1036,751,17.99,2023-06-11
1037,752,12.49,2023-05-09
1038,753,37.99,2023-06-02
1039,754,59.99,2023-07-12
1040,755,5299.99,2023-07-18
1041,756,1199.0,2023-06-01
1042,757,548.99,2023-06-01
1043,757,548.99,2023-07-01
1044,757,548.99,2023-07-31
1045,758,13.99,2023-05-09
1046,759,5299.99,2023-07-01
1047,760,17.99,2023-05-29
1048,761,548.99,2023-06-10
1049,761,548.99,2023-07-10
1050,762,499.0,2023-06-11
1051,762,499.0,2023-07-11
1052,763,13.99,2023-07-10
1053,764,37.99,2023-06-04
1054,765,24.99,2023-07-20
1055,766,10.99,2023-06-08
1056,767,499.0,2023-07-19
1057,768,37.99,2023-06-19
1058,769,22.49,2023-05-06
1059,770,499.0,2023-05-26
1060,770,499.0,2023-06-25
1061,770,499.0,2023-07-25
1062,771,37.99,2023-06-16
1063,772,1199.0,2023-06-22
1064,773,37.99,2023-06-10
1065,774,4.49,2023-06-22
1066,774,4.49,2023-07-22
1067,775,3.99,2023-07-29
1068,776,4.49,2023-07-03
1069,777,22.49,2023-07-11
1070,778,31.99,2023-05-28
1071,779,3.99,2023-06-16
1072,779,3.99,2023-07-16
1073,780,13.99,2023-07-20
1074,781,59.99,2023-06-13
1075,782,4.49,2023-05-30
1076,782,4.49,2023-06-29
1077,782,4.49,2023-07-29
1078,783,37.99,2023-05-23
1079,784,22.49,2023-06-27
1080,785,24.99,2023-06-01
1081,786,3.99,2023-06-04
1082,786,3.99,2023-07-04
1083,787,10.99,2023-06-07
1084,788,4.49,2023-05-28
1085,788,4.49,2023-06-27
1086,788,4.49,2023-07-27
1087,789,6.49,2023-06-03
1088,789,6.49,2023-07-03
1089,790,6.49,2023-07-11
1090,791,3899.0,2023-06-26
1091,792,548.99,2023-06-25
1092,792,548.99,2023-07-25
1093,793,22.49,2023-05-15
1094,794,10.99,2023-06-15
1095,795,1999.0,2023-06-19
1096,796,24.99,2023-05-29
1097,797,548.99,2023-07-24
1098,798,22.49,2023-05-31
1099,799,4.49,2023-07-10
1100,800,548.99,2023-05-07
1101,800,548.99,2023-06-06
1102,800,548.99,2023-07-06
1103,801,2749.99,2023-05-13
1104,802,4.49,2023-05-30
1105,802,4.49,2023-06-29
1106,802,4.49,2023-07-29
1107,803,10.99,2023-05-01
1108,803,10.99,2023-07-30
1109,804,10.99,2023-05-21
1110,805,6.49,2023-07-22
